timestamp,sender_bic,receiver_bic,amount,currency,msg_type
2025-12-27 07:28:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,855669.77,USD,MT103
2025-12-18 21:16:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,788165.04,GBP,MT103
2025-12-18 05:38:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,233748.44,JPY,MT103
2025-12-08 05:41:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,23922.73,EUR,MT202
2025-12-26 02:04:48.337321,CHASUS33XXX,BOFAUS3NXXX,396741.37,EUR,MT950
2025-12-27 22:58:48.337321,CHASUS33XXX,BARCGB22XXX,739730.35,EUR,MT950
2025-12-22 23:42:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,944021.48,EUR,MT950
2025-12-11 15:00:48.337321,BARCGB22XXX,DEUTDEFFXXX,801013.8,EUR,MT202
2025-12-10 16:11:48.337321,BARCGB22XXX,BNPAFRPPXXX,401025.13,USD,MT202
2025-12-11 10:35:48.337321,BARCGB22XXX,BNPAFRPPXXX,829336.99,GBP,MT202
2025-12-03 18:54:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,237842.61,USD,MT202
2025-12-01 12:10:48.337321,BARCGB22XXX,BARCGB22XXX,398908.64,JPY,MT103
2025-12-19 04:40:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,484406.88,GBP,MT103
2025-12-26 19:28:48.337321,BOFAUS3NXXX,CHASUS33XXX,607537.21,GBP,MT202
2025-12-29 02:22:48.337321,CHASUS33XXX,BOFAUS3NXXX,420032.27,GBP,MT202
2025-12-12 14:16:48.337321,CHASUS33XXX,CHASUS33XXX,598822.22,EUR,MT103
2025-12-19 08:00:48.337321,BNPAFRPPXXX,BARCGB22XXX,451200.16,GBP,MT950
2025-12-14 03:07:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,58775.17,GBP,MT950
2025-12-13 00:41:48.337321,CHASUS33XXX,BOFAUS3NXXX,296816.66,USD,MT103
2025-12-03 14:14:48.337321,BARCGB22XXX,BOFAUS3NXXX,551038.61,JPY,MT950
2025-12-10 06:30:48.337321,CHASUS33XXX,DEUTDEFFXXX,233159.51,JPY,MT103
2025-12-02 22:41:48.337321,DEUTDEFFXXX,BARCGB22XXX,237191.58,JPY,MT103
2025-12-20 14:45:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,298577.36,EUR,MT950
2025-12-24 23:01:48.337321,CHASUS33XXX,CHASUS33XXX,179738.82,EUR,MT202
2025-12-22 14:04:48.337321,CHASUS33XXX,CHASUS33XXX,493320.15,JPY,MT103
2025-12-09 03:49:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,848689.23,USD,MT950
2025-12-23 17:34:48.337321,BNPAFRPPXXX,BARCGB22XXX,405817.95,USD,MT103
2025-12-17 03:01:48.337321,CHASUS33XXX,BNPAFRPPXXX,104717.61,GBP,MT202
2025-12-15 13:34:48.337321,BOFAUS3NXXX,BARCGB22XXX,276203.75,EUR,MT202
2025-11-30 05:50:48.337321,CHASUS33XXX,BOFAUS3NXXX,850323.87,GBP,MT202
2025-12-10 18:36:48.337321,BARCGB22XXX,BOFAUS3NXXX,897644.21,GBP,MT202
2025-12-01 11:51:48.337321,BARCGB22XXX,DEUTDEFFXXX,220031.67,USD,MT950
2025-12-04 06:07:48.337321,CHASUS33XXX,BNPAFRPPXXX,650029.31,EUR,MT202
2025-12-19 01:19:48.337321,CHASUS33XXX,DEUTDEFFXXX,243279.12,GBP,MT950
2025-12-10 04:01:48.337321,CHASUS33XXX,CHASUS33XXX,748768.75,GBP,MT202
2025-12-05 15:25:48.337321,BARCGB22XXX,BOFAUS3NXXX,874694.89,GBP,MT950
2025-12-14 15:11:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,442206.03,CNY,MT202
2025-12-23 07:00:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,892918.31,USD,MT103
2025-12-07 15:30:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,764418.18,JPY,MT950
2025-12-13 22:56:48.337321,BOFAUS3NXXX,BARCGB22XXX,765942.41,USD,MT202
2025-12-12 17:34:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,455969.92,JPY,MT103
2025-12-03 10:24:48.337321,BARCGB22XXX,BARCGB22XXX,944070.71,USD,MT202
2025-12-16 14:33:48.337321,BNPAFRPPXXX,CHASUS33XXX,297754.68,EUR,MT202
2025-12-14 04:46:48.337321,DEUTDEFFXXX,CHASUS33XXX,162909.99,JPY,MT202
2025-12-18 22:10:48.337321,BARCGB22XXX,BOFAUS3NXXX,721780.48,JPY,MT950
2025-12-29 14:27:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,309461.98,JPY,MT202
2025-12-15 05:47:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,114229.57,EUR,MT950
2025-12-19 13:17:48.337321,CHASUS33XXX,BOFAUS3NXXX,616298.61,USD,MT202
2025-12-25 05:06:48.337321,CHASUS33XXX,BARCGB22XXX,708992.05,JPY,MT950
2025-12-24 09:23:48.337321,BOFAUS3NXXX,CHASUS33XXX,164115.35,JPY,MT202
2025-12-20 07:49:48.337321,CHASUS33XXX,DEUTDEFFXXX,969325.4,USD,MT103
2025-12-15 22:49:48.337321,DEUTDEFFXXX,CHASUS33XXX,91635.79,GBP,MT950
2025-12-15 15:47:48.337321,CHASUS33XXX,BARCGB22XXX,28933611.47,GBP,MT103
2025-12-20 16:00:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,807566.94,USD,MT950
2025-12-15 16:11:48.337321,BARCGB22XXX,BARCGB22XXX,891336.28,EUR,MT202
2025-12-17 02:24:48.337321,CHASUS33XXX,CHASUS33XXX,564641.5,JPY,MT950
2025-12-12 18:27:48.337321,CHASUS33XXX,BOFAUS3NXXX,642647.57,USD,MT950
2025-12-22 04:42:48.337321,BNPAFRPPXXX,BARCGB22XXX,832817.53,GBP,MT950
2025-12-10 18:45:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,681390.3,USD,MT950
2025-12-10 07:02:48.337321,BARCGB22XXX,BARCGB22XXX,109954.81,JPY,MT202
2025-12-08 16:36:48.337321,BNPAFRPPXXX,CHASUS33XXX,683246.07,GBP,MT202
2025-12-23 03:44:48.337321,BARCGB22XXX,BOFAUS3NXXX,269847.85,GBP,MT950
2025-12-07 09:20:48.337321,BOFAUS3NXXX,CHASUS33XXX,73943.14,GBP,MT202
2025-12-27 15:54:48.337321,CHASUS33XXX,BARCGB22XXX,668355.91,USD,MT950
2025-12-08 02:35:48.337321,CHASUS33XXX,DEUTDEFFXXX,315207.2,EUR,MT950
2025-12-12 05:01:48.337321,BARCGB22XXX,BARCGB22XXX,207051.54,USD,MT202
2025-12-09 07:16:48.337321,BARCGB22XXX,BNPAFRPPXXX,734109.31,EUR,MT950
2025-12-07 18:35:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,891181.81,USD,MT103
2025-12-25 05:22:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,77488.08,EUR,MT202
2025-12-13 06:48:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,587791.68,JPY,MT103
2025-12-28 13:09:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,942187.47,USD,MT202
2025-12-18 20:55:48.337321,DEUTDEFFXXX,CHASUS33XXX,736655.31,GBP,MT202
2025-12-21 06:20:48.337321,CHASUS33XXX,BOFAUS3NXXX,437007.9,JPY,MT202
2025-12-18 02:15:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,532055.87,EUR,MT950
2025-12-11 18:58:48.337321,CHASUS33XXX,BNPAFRPPXXX,532545.16,EUR,MT202
2025-12-07 21:56:48.337321,DEUTDEFFXXX,BARCGB22XXX,953303.67,USD,MT202
2025-12-19 14:58:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,276793.9,EUR,MT202
2025-12-13 21:47:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,191440.18,GBP,MT202
2025-12-11 07:16:48.337321,BNPAFRPPXXX,CHASUS33XXX,181788.11,USD,MT202
2025-12-13 11:36:48.337321,BOFAUS3NXXX,BARCGB22XXX,193114.1,JPY,MT103
2025-12-18 16:44:48.337321,CHASUS33XXX,BOFAUS3NXXX,848906.45,GBP,MT202
2025-12-20 14:00:48.337321,BARCGB22XXX,BOFAUS3NXXX,815010.96,GBP,MT950
2025-12-26 05:13:48.337321,CHASUS33XXX,DEUTDEFFXXX,112648.6,JPY,MT202
2025-11-30 17:33:48.337321,CHASUS33XXX,DEUTDEFFXXX,750394.52,GBP,MT103
2025-12-15 08:53:48.337321,DEUTDEFFXXX,BARCGB22XXX,47555.81,USD,MT202
2025-12-07 15:20:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,703037.26,GBP,MT202
2025-12-02 01:06:48.337321,BARCGB22XXX,DEUTDEFFXXX,803029.34,JPY,MT103
2025-12-09 04:17:48.337321,CHASUS33XXX,CHASUS33XXX,927697.07,USD,MT202
2025-12-14 09:59:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,403047.47,GBP,MT950
2025-12-08 21:05:48.337321,DEUTDEFFXXX,BARCGB22XXX,977639.71,USD,MT202
2025-12-13 12:29:48.337321,CHASUS33XXX,CHASUS33XXX,42037.32,GBP,MT202
2025-12-15 00:37:48.337321,BARCGB22XXX,CHASUS33XXX,215862.69,GBP,MT103
2025-12-13 23:35:48.337321,CHASUS33XXX,CHASUS33XXX,188140.27,JPY,MT202
2025-12-18 11:09:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,186572.88,JPY,MT103
2025-12-23 16:58:48.337321,BNPAFRPPXXX,BARCGB22XXX,316593.07,GBP,MT202
2025-12-03 09:09:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,566027.71,JPY,MT103
2025-12-02 22:33:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,465349.44,GBP,MT103
2025-12-20 15:04:48.337321,BOFAUS3NXXX,CHASUS33XXX,392308.91,USD,MT202
2025-12-09 23:14:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,325127.31,GBP,MT103
2025-12-06 04:15:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,876400.33,GBP,MT950
2025-12-03 13:01:48.337321,CHASUS33XXX,BARCGB22XXX,626767.66,GBP,MT950
2025-12-12 13:29:48.337321,BARCGB22XXX,DEUTDEFFXXX,469100.24,JPY,MT103
2025-12-27 00:42:48.337321,BARCGB22XXX,BOFAUS3NXXX,124931.6,USD,MT202
2025-12-15 11:50:48.337321,BOFAUS3NXXX,CHASUS33XXX,980738.89,JPY,MT950
2025-12-26 04:47:48.337321,BARCGB22XXX,CHASUS33XXX,235849.11,GBP,MT950
2025-12-24 00:16:48.337321,DEUTDEFFXXX,BARCGB22XXX,217445.57,EUR,MT103
2025-11-30 02:08:48.337321,BARCGB22XXX,CHASUS33XXX,496472.59,JPY,MT202
2025-12-12 17:46:48.337321,INVALIDLJLU63LQ,CHASUS33XXX,434644.83,USD,MT950
2025-12-06 22:23:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,68283.63,EUR,MT950
2025-12-04 15:25:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,987277.16,EUR,MT202
2025-12-11 14:47:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,3223.13,USD,MT950
2025-12-20 11:23:48.337321,BARCGB22XXX,BARCGB22XXX,678780.99,JPY,MT950
2025-12-05 05:04:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,496876.11,USD,MT202
2025-12-06 00:23:48.337321,BARCGB22XXX,BARCGB22XXX,818094.52,GBP,MT202
2025-12-11 08:44:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,66373.15,EUR,MT950
2025-12-09 12:31:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,381169.31,USD,MT950
2025-12-04 11:05:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,817626.17,GBP,MT202
2025-12-26 13:54:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,777560.16,USD,MT202
2025-12-06 18:10:48.337321,CHASUS33XXX,BOFAUS3NXXX,490039.12,JPY,MT950
2025-12-19 22:19:48.337321,BOFAUS3NXXX,BARCGB22XXX,864970.46,JPY,MT202
2025-12-27 00:16:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,242263.66,JPY,MT103
2025-12-11 19:39:48.337321,BNPAFRPPXXX,BARCGB22XXX,308997.77,GBP,MT103
2025-12-19 04:41:48.337321,CHASUS33XXX,BNPAFRPPXXX,186886.04,GBP,MT103
2025-12-11 15:42:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,582883.74,JPY,MT103
2025-12-06 15:17:48.337321,BOFAUS3NXXX,CHASUS33XXX,185407.73,USD,MT950
2025-12-19 10:55:48.337321,CHASUS33XXX,BARCGB22XXX,918115.74,GBP,MT950
2025-12-13 15:03:48.337321,BNPAFRPPXXX,BARCGB22XXX,382736.66,EUR,MT103
2025-12-25 08:36:48.337321,BARCGB22XXX,CHASUS33XXX,39712.41,USD,MT103
2025-12-26 23:16:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,958478.23,JPY,MT950
2025-12-19 13:15:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,259134.32,EUR,MT202
2025-12-28 14:42:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,346282.02,EUR,MT103
2025-11-30 09:24:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,496752.72,USD,MT950
2025-12-25 04:36:48.337321,BARCGB22XXX,CHASUS33XXX,118744.56,EUR,MT202
2025-12-15 16:18:48.337321,CHASUS33XXX,BARCGB22XXX,536685.85,JPY,MT202
2025-12-02 00:26:48.337321,CHASUS33XXX,BOFAUS3NXXX,753369.29,EUR,MT103
2025-12-08 00:36:48.337321,BARCGB22XXX,BARCGB22XXX,771008.69,JPY,MT950
2025-12-21 12:11:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,328463.23,EUR,MT103
2025-12-06 16:27:48.337321,INVALIDZWLFXNI0,BOFAUS3NXXX,895093.01,EUR,MT950
2025-12-17 06:51:48.337321,BARCGB22XXX,CHASUS33XXX,366071.31,USD,MT103
2025-12-06 04:33:48.337321,BARCGB22XXX,BOFAUS3NXXX,794281.26,GBP,MT950
2025-12-24 22:00:48.337321,BARCGB22XXX,BARCGB22XXX,86820.43,GBP,MT202
2025-12-23 15:13:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,289921.85,JPY,MT103
2025-12-03 17:59:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,312668.51,USD,MT202
2025-12-04 08:57:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,68035.03,JPY,MT103
2025-12-16 18:23:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,202954.46,JPY,MT103
2025-12-24 19:32:48.337321,BARCGB22XXX,DEUTDEFFXXX,863623.35,JPY,MT950
2025-12-25 03:20:48.337321,BARCGB22XXX,BOFAUS3NXXX,852079.1,JPY,MT950
2025-12-12 19:23:48.337321,DEUTDEFFXXX,BARCGB22XXX,393241.24,JPY,MT202
2025-12-17 12:49:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,23342782.79,GBP,MT103
2025-12-15 00:45:48.337321,BNPAFRPPXXX,BARCGB22XXX,769191.92,USD,MT950
2025-12-21 23:55:48.337321,CHASUS33XXX,BOFAUS3NXXX,697977.52,EUR,MT202
2025-12-26 13:02:48.337321,DEUTDEFFXXX,BARCGB22XXX,85835.62,JPY,MT103
2025-12-02 18:07:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,745911.06,GBP,MT202
2025-12-05 17:03:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,295099.52,GBP,MT103
2025-12-06 01:47:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,689998.58,GBP,MT202
2025-12-08 07:03:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,183145.7,GBP,MT950
2025-12-07 08:56:48.337321,CHASUS33XXX,CHASUS33XXX,111534.38,JPY,MT202
2025-12-12 05:23:48.337321,BOFAUS3NXXX,BARCGB22XXX,544556.75,USD,MT202
2025-12-03 23:38:48.337321,DEUTDEFFXXX,BARCGB22XXX,778462.04,GBP,MT202
2025-12-27 07:41:48.337321,BOFAUS3NXXX,BARCGB22XXX,475620.94,JPY,MT103
2025-12-07 06:00:48.337321,DEUTDEFFXXX,CHASUS33XXX,716079.16,GBP,MT950
2025-12-27 19:02:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,214789.2,CNY,MT950
2025-12-15 01:54:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,530033.88,GBP,MT950
2025-12-03 12:23:48.337321,CHASUS33XXX,CHASUS33XXX,626895.93,JPY,MT202
2025-12-05 06:20:48.337321,BARCGB22XXX,BNPAFRPPXXX,9613.13,GBP,MT202
2025-12-18 11:47:48.337321,BARCGB22XXX,DEUTDEFFXXX,188531.09,JPY,MT103
2025-12-11 19:05:48.337321,CHASUS33XXX,CHASUS33XXX,205559.13,USD,MT950
2025-12-16 02:51:48.337321,CHASUS33XXX,BNPAFRPPXXX,384863.55,EUR,MT103
2025-12-11 00:24:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,151444.01,JPY,MT103
2025-12-03 15:34:48.337321,BOFAUS3NXXX,CHASUS33XXX,662121.36,JPY,MT950
2025-12-07 13:22:48.337321,DEUTDEFFXXX,BARCGB22XXX,973410.35,USD,MT950
2025-12-18 19:17:48.337321,BOFAUS3NXXX,CHASUS33XXX,480367.86,GBP,MT950
2025-12-11 11:55:48.337321,BOFAUS3NXXX,BARCGB22XXX,695959.94,EUR,MT103
2025-12-08 04:20:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,783814.12,EUR,MT950
2025-12-17 06:54:48.337321,CHASUS33XXX,DEUTDEFFXXX,142775.66,USD,MT103
2025-12-10 04:01:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,745738.98,JPY,MT202
2025-12-10 12:30:48.337321,DEUTDEFFXXX,BARCGB22XXX,217223.3,EUR,MT103
2025-12-15 10:23:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,274241.2,USD,MT202
2025-12-14 22:56:48.337321,CHASUS33XXX,BARCGB22XXX,422793.05,GBP,MT950
2026-01-27 16:52:48.341509,DEUTDEFFXXX,BOFAUS3NXXX,313.06,EUR,MT103
2025-12-11 05:15:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,684768.27,EUR,MT202
2025-12-15 05:16:48.337321,BNPAFRPPXXX,BARCGB22XXX,80354.56,EUR,MT103
2025-12-13 18:06:48.337321,BNPAFRPPXXX,CHASUS33XXX,537417.64,EUR,MT103
2025-12-06 06:17:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,250715.36,JPY,MT950
2026-01-23 16:52:48.341528,BNPAFRPPXXX,BOFAUS3NXXX,420516.02,EUR,MT202
2025-12-26 05:46:48.337321,DEUTDEFFXXX,BARCGB22XXX,90182616.37,USD,MT103
2025-12-02 03:52:48.337321,CHASUS33XXX,BOFAUS3NXXX,363548.79,GBP,MT103
2025-12-23 01:24:48.337321,BARCGB22XXX,BARCGB22XXX,6885.73,EUR,MT950
2025-12-28 11:02:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,499299.44,JPY,MT103
2025-12-02 19:53:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,871105.77,EUR,MT950
2025-12-13 22:16:48.337321,BNPAFRPPXXX,BARCGB22XXX,587635.44,GBP,MT103
2025-12-02 03:20:48.337321,BARCGB22XXX,BARCGB22XXX,29852.21,JPY,MT950
2025-12-26 05:26:48.337321,CHASUS33XXX,BOFAUS3NXXX,333709.35,GBP,MT103
2025-12-01 06:22:48.337321,BOFAUS3NXXX,BARCGB22XXX,495611.57,USD,MT202
2025-12-19 16:21:48.337321,CHASUS33XXX,CHASUS33XXX,221597.13,GBP,MT202
2025-12-08 11:28:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,824932.28,EUR,MT103
2025-12-02 14:29:48.337321,CHASUS33XXX,BNPAFRPPXXX,73702491.77,EUR,MT103
2025-12-28 22:41:48.337321,BOFAUS3NXXX,CHASUS33XXX,494932.0,JPY,MT202
2025-12-26 14:42:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,735405.04,GBP,MT202
2025-12-03 02:36:48.337321,BARCGB22XXX,CHASUS33XXX,751852.32,EUR,MT202
2025-12-14 15:53:48.337321,CHASUS33XXX,BARCGB22XXX,758278.16,JPY,MT950
2025-12-02 10:34:48.337321,BOFAUS3NXXX,CHASUS33XXX,273595.0,GBP,MT202
2025-12-04 22:35:48.337321,DEUTDEFFXXX,BARCGB22XXX,819018.03,GBP,MT950
2025-12-20 14:19:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,40470.8,GBP,MT950
2025-12-27 08:20:48.337321,CHASUS33XXX,DEUTDEFFXXX,595962.04,EUR,MT950
2025-12-19 05:17:48.337321,BARCGB22XXX,BNPAFRPPXXX,4145.17,USD,MT950
2025-12-16 12:45:48.337321,CHASUS33XXX,BARCGB22XXX,937697.35,USD,MT950
2025-12-01 03:08:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,571535.27,JPY,MT103
2025-12-24 01:01:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,62511.07,GBP,MT950
2025-12-05 01:10:48.337321,BARCGB22XXX,BARCGB22XXX,774642.61,EUR,MT950
2025-12-17 02:44:48.337321,CHASUS33XXX,BARCGB22XXX,710025.8,EUR,MT950
2025-12-28 04:30:48.337321,BARCGB22XXX,CHASUS33XXX,210174.59,USD,MT950
2025-12-27 01:14:48.337321,CHASUS33XXX,BARCGB22XXX,5824.36,USD,MT950
2025-12-15 18:25:48.337321,BARCGB22XXX,DEUTDEFFXXX,729438.98,EUR,MT103
2026-01-06 16:52:48.341626,BOFAUS3NXXX,BOFAUS3NXXX,598980.93,JPY,MT950
2025-12-13 14:32:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,712506.81,EUR,MT950
2025-12-22 16:59:48.337321,BOFAUS3NXXX,CHASUS33XXX,812925.35,EUR,MT103
2025-12-11 04:16:48.337321,CHASUS33XXX,DEUTDEFFXXX,252802.34,JPY,MT950
2025-12-25 05:59:48.337321,CHASUS33XXX,BARCGB22XXX,183239.66,JPY,MT103
2025-12-11 17:10:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,108520.09,GBP,MT103
2025-12-08 20:11:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,153137.15,JPY,MT202
2025-12-21 21:03:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,668131.41,JPY,MT103
2025-12-13 22:10:48.337321,BOFAUS3NXXX,CHASUS33XXX,750164.88,JPY,MT202
2025-12-18 07:43:48.337321,BOFAUS3NXXX,CHASUS33XXX,93385.13,JPY,MT950
2025-12-23 13:15:48.337321,CHASUS33XXX,DEUTDEFFXXX,819506.88,USD,MT103
2025-12-24 12:17:48.337321,BARCGB22XXX,BOFAUS3NXXX,246285.4,JPY,MT950
2025-12-28 22:51:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,319507.96,JPY,MT103
2025-12-27 17:02:48.337321,CHASUS33XXX,CHASUS33XXX,121984.99,JPY,MT103
2025-12-15 05:36:48.337321,BARCGB22XXX,DEUTDEFFXXX,904310.2,JPY,MT103
2026-01-01 16:52:48.341674,BNPAFRPPXXX,DEUTDEFFXXX,709036.64,EUR,MT103
2025-12-01 00:56:48.337321,CHASUS33XXX,BOFAUS3NXXX,652066.32,USD,MT950
2025-12-16 04:21:48.337321,BARCGB22XXX,BARCGB22XXX,765219.0,EUR,MT202
2025-12-12 10:16:48.337321,BARCGB22XXX,BOFAUS3NXXX,870168.94,EUR,MT950
2025-12-31 16:52:48.341688,DEUTDEFFXXX,BNPAFRPPXXX,292426.07,JPY,MT202
2025-12-16 19:35:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,720081.0,GBP,MT103
2025-12-26 06:16:48.337321,BNPAFRPPXXX,BARCGB22XXX,527598.37,USD,MT103
2025-12-05 18:58:48.337321,BNPAFRPPXXX,CHASUS33XXX,278997.97,EUR,MT103
2025-12-01 11:49:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,252826.14,GBP,MT103
2025-12-06 21:55:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,368141.48,EUR,MT950
2025-12-18 19:29:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,874391.19,USD,MT950
2025-12-07 23:58:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,934071.67,EUR,MT202
2025-12-24 06:35:48.337321,CHASUS33XXX,BNPAFRPPXXX,704838.39,EUR,MT202
2025-12-06 12:47:48.337321,CHASUS33XXX,CHASUS33XXX,546544.11,USD,MT950
2025-12-06 13:07:48.337321,BARCGB22XXX,DEUTDEFFXXX,382771.97,JPY,MT103
2025-12-07 22:05:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,74440.81,JPY,MT202
2025-11-30 04:36:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,648864.82,GBP,MT202
2025-12-15 18:14:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,339992.56,JPY,MT202
2025-12-27 22:02:48.337321,BNPAFRPPXXX,BARCGB22XXX,293399.88,USD,MT950
2025-12-26 13:48:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,320669.72,JPY,MT202
2025-12-24 09:50:48.337321,DEUTDEFFXXX,CHASUS33XXX,228848.76,USD,MT103
2025-12-29 07:38:48.337321,BNPAFRPPXXX,CHASUS33XXX,776162.67,USD,MT950
2025-12-27 03:50:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,504987.21,GBP,MT103
2025-12-16 08:33:48.337321,BOFAUS3NXXX,CHASUS33XXX,271531.14,USD,MT950
2025-12-24 19:12:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,591100.75,GBP,MT950
2025-12-16 17:47:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,140129.04,USD,MT202
2025-12-10 17:50:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,460105.23,USD,MT103
2025-12-24 09:18:48.337321,DEUTDEFFXXX,BARCGB22XXX,693093.75,GBP,MT202
2025-12-02 08:26:48.337321,BARCGB22XXX,DEUTDEFFXXX,908402.89,USD,MT950
2025-12-21 08:21:48.337321,DEUTDEFFXXX,BARCGB22XXX,80871.4,USD,MT103
2025-11-30 22:28:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,203768.05,EUR,MT202
2025-12-25 10:19:48.337321,BNPAFRPPXXX,BARCGB22XXX,465643.62,GBP,MT202
2025-12-12 16:18:48.337321,CHASUS33XXX,DEUTDEFFXXX,963609.76,GBP,MT950
2025-12-26 12:37:48.337321,CHASUS33XXX,DEUTDEFFXXX,130880.96,JPY,MT202
2025-12-18 08:11:48.337321,DEUTDEFFXXX,CHASUS33XXX,650491.84,USD,MT202
2025-12-19 06:55:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,461208.86,JPY,MT103
2025-12-02 05:39:48.337321,BARCGB22XXX,BOFAUS3NXXX,750374.37,GBP,MT202
2025-11-30 12:15:48.337321,INVALID90UOSA9D,CHASUS33XXX,516696.24,JPY,MT202
2025-12-29 03:07:48.337321,BARCGB22XXX,BNPAFRPPXXX,651292.86,EUR,MT202
2025-12-18 08:33:48.337321,BARCGB22XXX,BNPAFRPPXXX,707037.35,USD,MT202
2025-12-01 14:12:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,63831.18,USD,MT103
2025-12-05 18:01:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,781810.84,USD,MT103
2025-12-16 01:48:48.337321,CHASUS33XXX,DEUTDEFFXXX,343625.13,JPY,MT950
2025-12-07 15:03:48.337321,BARCGB22XXX,DEUTDEFFXXX,564353.56,GBP,MT950
